transaction_id,customer_id,transaction_amount,currency,country,transaction_date,payment_method,fraud_flag
28,1007,4283.609116141503,USD,Brazil,2023-01-28,PayPal,0
29,1097,4810.779782751655,NGN,India,2023-01-29,Credit Card,0
30,1018,4961.9123064206515,USD,Nigeria,2023-01-30,Debit Card,0
31,1014,1367.914249029963,USD,Germany,2023-01-31,Bank Transfer,0
32,1033,2352.6737161961046,BRL,Germany,2023-02-01,Credit Card,0
33,1018,2207.793077186632,EUR,USA,2023-02-02,PayPal,1
34,1014,2478.2885845809146,BRL,Brazil,2023-02-03,PayPal,0
35,1019,3368.3768210087615,EUR,India,2023-02-04,Crypto,0
36,1032,1507.812013194988,NGN,Nigeria,2023-02-05,Debit Card,0
37,1066,3980.450265477201,EUR,USA,2023-02-06,PayPal,0
38,1076,2337.3711020378764,USD,Brazil,2023-02-07,Debit Card,0
39,1040,4498.952601084707,BRL,USA,2023-02-08,Bank Transfer,0
40,1011,2991.5259772786803,EUR,USA,2023-02-09,Credit Card,0
41,1019,2399.421846091635,NGN,Nigeria,2023-02-10,PayPal,1
42,1064,3484.510783679437,INR,USA,2023-02-11,Debit Card,0
43,1012,2763.114471078769,BRL,Germany,2023-02-12,Credit Card,0
44,1073,2132.447255088518,USD,Germany,2023-02-13,Credit Card,0
45,1015,775.0832327516194,USD,USA,2023-02-14,Crypto,0
46,1045,965.8536136763322,NGN,USA,2023-02-15,Bank Transfer,0
47,1083,2917.460268801982,NGN,India,2023-02-16,Debit Card,0
48,1057,3292.177835737015,EUR,India,2023-02-17,Debit Card,1
49,1083,980.5861222141667,EUR,Brazil,2023-02-18,Bank Transfer,0
50,1086,1446.8477302132844,USD,Germany,2023-02-19,Crypto,0
51,1074,3629.5802092008817,EUR,India,2023-02-20,Bank Transfer,0
52,1038,853.6786729000403,NGN,USA,2023-02-21,Bank Transfer,0
53,1040,562.1962535736163,NGN,Brazil,2023-02-22,PayPal,0
54,1086,2008.810628955548,EUR,Germany,2023-02-23,Credit Card,0
55,1075,3196.9511134517807,INR,Nigeria,2023-02-24,PayPal,0
56,1030,1745.0546899209876,NGN,India,2023-02-25,Debit Card,0
57,1052,3419.402812672646,INR,Nigeria,2023-02-26,Bank Transfer,0
58,1085,3251.7579128840184,USD,India,2023-02-27,Debit Card,0
59,1029,2537.622231032471,USD,Germany,2023-02-28,Credit Card,0
60,1047,2168.9172490953706,INR,India,2023-03-01,PayPal,0
61,1099,1144.3983239919876,USD,Nigeria,2023-03-02,PayPal,0
62,1066,4600.317929579141,INR,USA,2023-03-03,Bank Transfer,0
63,1058,1250.8273943267397,BRL,India,2023-03-04,Credit Card,0
64,1038,1214.3214425877197,EUR,Nigeria,2023-03-05,Credit Card,0
65,1055,2227.5698468779437,EUR,Brazil,2023-03-06,PayPal,0
66,1058,1288.3378101123285,INR,Brazil,2023-03-07,Debit Card,0
67,1031,4869.294029108682,USD,India,2023-03-08,Credit Card,0
68,1094,586.7277270196562,USD,India,2023-03-09,Crypto,0
69,1053,1599.7422066471174,USD,India,2023-03-10,Credit Card,0
70,1074,1059.463278925931,EUR,India,2023-03-11,Debit Card,0
71,1076,1547.0947477947666,USD,Germany,2023-03-12,Bank Transfer,0
72,1045,3177.2743447251232,BRL,Brazil,2023-03-13,Credit Card,0
73,1080,4106.9263177052635,EUR,India,2023-03-14,Crypto,0
74,1031,750.0223192057834,BRL,USA,2023-03-15,PayPal,0
75,1036,4640.290899272625,INR,USA,2023-03-16,PayPal,0
76,1040,2159.2367680489683,BRL,USA,2023-03-17,Credit Card,0
77,1053,2055.194578408229,INR,Nigeria,2023-03-18,Credit Card,0
78,1020,323.7817765346695,EUR,USA,2023-03-19,Crypto,0
79,1031,871.7425811702809,NGN,USA,2023-03-20,PayPal,0
80,1049,2707.6344281018655,EUR,India,2023-03-21,Crypto,0
81,1099,1993.4762790995424,INR,Germany,2023-03-22,PayPal,0
82,1024,4034.4515507478427,NGN,Germany,2023-03-23,Bank Transfer,0
83,1076,1133.3386893750173,INR,Nigeria,2023-03-24,Bank Transfer,1
84,1098,2263.1480955227257,USD,India,2023-03-25,Credit Card,0
85,1039,3035.9679187513643,EUR,India,2023-03-26,Bank Transfer,0
86,1067,2499.296157055724,EUR,Germany,2023-03-27,Bank Transfer,0
87,1062,4946.858461727945,BRL,Nigeria,2023-03-28,Credit Card,0
88,1038,648.6611612579552,BRL,India,2023-03-29,Bank Transfer,0
89,1065,2073.8831766444728,BRL,Nigeria,2023-03-30,Debit Card,0
90,1095,2145.785008259563,EUR,Germany,2023-03-31,PayPal,0
91,1090,263.1133097869771,BRL,India,2023-04-01,Bank Transfer,0
92,1099,2537.9925061779895,NGN,Germany,2023-04-02,Debit Card,0
93,1001,4561.2232348194675,NGN,Germany,2023-04-03,Debit Card,0
94,1092,3745.072562593335,NGN,USA,2023-04-04,Bank Transfer,0
95,1046,4766.493345013235,USD,Nigeria,2023-04-05,Bank Transfer,0
96,1045,1789.0279235160751,EUR,India,2023-04-06,Bank Transfer,0
97,1073,163.84349041825666,NGN,Brazil,2023-04-07,PayPal,0
98,1080,4071.952669636067,BRL,Brazil,2023-04-08,Credit Card,0
99,1070,1888.3066809033148,USD,India,2023-04-09,PayPal,0
100,1007,575.6242691391321,EUR,Germany,2023-04-10,Debit Card,0
