transaction_id,customer_id,transaction_amount,currency,country,transaction_date,payment_method,fraud_flag
78,1076,4886.457575427501,NGN,Germany,2023-03-19,Crypto,0
79,1034,873.3482843014804,EUR,India,2023-03-20,Bank Transfer,1
80,1026,2723.7447343789163,INR,Germany,2023-03-21,Bank Transfer,0
81,1040,339.3564035621289,INR,India,2023-03-22,Crypto,0
82,1009,2322.7288029767533,BRL,India,2023-03-23,Debit Card,0
83,1086,1793.4128113147117,NGN,Brazil,2023-03-24,Bank Transfer,0
84,1073,3750.739116359377,USD,Nigeria,2023-03-25,PayPal,0
85,1075,2601.807885441755,BRL,Nigeria,2023-03-26,Crypto,0
86,1029,1746.6479797716247,BRL,India,2023-03-27,PayPal,0
87,1053,411.5745602383272,EUR,Brazil,2023-03-28,Crypto,0
88,1043,295.8829404460467,EUR,Brazil,2023-03-29,Crypto,0
89,1088,2400.067760555471,EUR,Nigeria,2023-03-30,Bank Transfer,0
90,1072,3726.4923215941685,INR,Germany,2023-03-31,Crypto,0
91,1043,2072.665791044838,USD,India,2023-04-01,Crypto,0
92,1061,3536.9338332638426,EUR,Nigeria,2023-04-02,Bank Transfer,0
93,1059,690.7735465625086,NGN,USA,2023-04-03,PayPal,1
94,1056,1505.9102604211525,INR,India,2023-04-04,PayPal,0
95,1085,4993.374991480331,INR,Brazil,2023-04-05,Credit Card,0
96,1093,3300.909429014552,BRL,India,2023-04-06,PayPal,0
97,1065,1641.4028899335422,INR,India,2023-04-07,PayPal,0
98,1065,4756.54900588134,NGN,Brazil,2023-04-08,Credit Card,0
99,1099,3560.4616772772793,NGN,India,2023-04-09,Debit Card,0
100,1048,255.68349937160025,BRL,Nigeria,2023-04-10,Credit Card,0
